ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
5687511145009775604,2021-07,0.01
5687511145009775604,2021-07,0.765
7485107528960607346,2021-07,0.02
7485107528960607346,2021-07,0.02
531805620371082364,2021-07,0.1
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
5761480994209806499,2021-07,0.0
4762256864594914240,2021-07,0.1
8570963260597299378,2021-07,0.01
5974858472822751652,2021-07,0.06
3421433989501830226,2021-07,0.8
4327694790333781288,2021-07,0.0
4327694790333781288,2021-07,0.0
8173830874846355280,2021-07,0.02
8173830874846355280,2021-07,0.02
8173830874846355280,2021-07,0.02
8173830874846355280,2021-07,0.02
8173830874846355280,2021-07,0.02
8173830874846355280,2021-07,0.02
8173830874846355280,2021-07,0.02
8173830874846355280,2021-07,0.0
8173830874846355280,2021-07,0.0
8173830874846355280,2021-07,0.02
2347028805684088098,2021-07,0.04
3632378524835692731,2021-07,0.02
3632378524835692731,2021-07,0.02
3632378524835692731,2021-07,0.02
2033394215069562776,2021-07,0.03
2033394215069562776,2021-07,0.03
2033394215069562776,2021-07,0.03
2033394215069562776,2021-07,0.03
3285246914299291124,2021-07,0.01
3285246914299291124,2021-07,0.02
3285246914299291124,2021-07,0.01
3285246914299291124,2021-07,0.01
2929243640075785940,2021-07,0.0
2929243640075785940,2021-07,0.01
2929243640075785940,2021-07,0.04
2929243640075785940,2021-07,0.01
2929243640075785940,2021-07,0.0
2407532237672094312,2021-07,0.01
2407532237672094312,2021-07,0.03
2407532237672094312,2021-07,0.03
5635781225931111684,2021-07,0.0
5635781225931111684,2021-07,0.0
1235244772550233980,2021-07,0.03
1235244772550233980,2021-07,0.04
1235244772550233980,2021-07,0.01
4365965554261111250,2021-07,0.02
5162636608292907782,2021-07,0.05
8248484932270772248,2021-07,0.04
924957821424248698,2021-07,0.04
924957821424248698,2021-07,0.02
924957821424248698,2021-07,0.02
6828316696355015040,2021-07,0.03
8409181491723988567,2021-07,0.05
8409181491723988567,2021-07,0.05
8409181491723988567,2021-07,0.165
8409181491723988567,2021-07,0.05
4532469127306079736,2021-07,0.03
7664272163315705419,2021-07,0.02
7664272163315705419,2021-07,0.03
9206030810342980458,2021-07,0.03
9206030810342980458,2021-07,0.04
9206030810342980458,2021-07,0.04
5810778736737569699,2021-07,0.01
5810778736737569699,2021-07,0.01
1366416810235233769,2021-07,0.01
1366416810235233769,2021-07,0.01
1366416810235233769,2021-07,0.01
1366416810235233769,2021-07,0.1
1366416810235233769,2021-07,0.01
1366416810235233769,2021-07,0.01
8067924767167570288,2021-07,0.04
7908414709866823255,2021-07,0.07
7908414709866823255,2021-07,0.05
7908414709866823255,2021-07,0.07
7908414709866823255,2021-07,0.07
8994944800097997361,2021-07,0.04
8994944800097997361,2021-07,0.04
6950439982480713649,2021-07,0.01
6950439982480713649,2021-07,0.01
8901696535927078963,2021-07,0.08
8901696535927078963,2021-07,0.08
8901696535927078963,2021-07,0.08
8901696535927078963,2021-07,0.08
8901696535927078963,2021-07,0.07
8901696535927078963,2021-07,0.05
8901696535927078963,2021-07,0.08
6204723742351094322,2021-07,0.135
3095408468798675621,2021-07,0.03
3095408468798675621,2021-07,0.03
7722287846688771887,2021-07,0.03
312543480920432545,2021-07,0.29
312543480920432545,2021-07,0.0
312543480920432545,2021-07,0.0
6394935036014530592,2021-07,0.02
6394935036014530592,2021-07,0.03
3281617395243454427,2021-07,0.12
1115703227712697214,2021-07,0.03
1115703227712697214,2021-07,0.03
8185063234515056194,2021-07,0.03
8185063234515056194,2021-07,0.02
8185063234515056194,2021-07,0.02
8185063234515056194,2021-07,0.03
8185063234515056194,2021-07,0.03
7492389223353246125,2021-07,0.06
7492389223353246125,2021-07,0.195
7492389223353246125,2021-07,0.05
6217788509719675691,2021-07,0.06
6217788509719675691,2021-07,0.04
8716163053080758848,2021-07,0.07
8716163053080758848,2021-07,0.08
8716163053080758848,2021-07,0.07
8716163053080758848,2021-07,0.07
8716163053080758848,2021-07,0.08
8716163053080758848,2021-07,0.07
324916756972236008,2021-07,0.03
324916756972236008,2021-07,0.305
324916756972236008,2021-07,0.03
324916756972236008,2021-07,0.02
324916756972236008,2021-07,0.03
324916756972236008,2021-07,0.05
7269781193318890653,2021-07,0.0
7269781193318890653,2021-07,0.0
6784879562354696650,2021-07,0.01
8229446069655666941,2021-07,0.63
8229446069655666941,2021-07,0.06
4972567100282306577,2021-07,0.02
5864443060004179363,2021-07,0.01
5864443060004179363,2021-07,0.02
5864443060004179363,2021-07,0.065
5864443060004179363,2021-07,0.05
5864443060004179363,2021-07,0.01
2439954154030259398,2021-07,0.04
8623308321032624474,2021-07,0.05
8623308321032624474,2021-07,0.23
8623308321032624474,2021-07,0.05
4524147234488547993,2021-07,0.02
4524147234488547993,2021-07,0.02
4524147234488547993,2021-07,0.04
6987942592445950913,2021-07,0.02
6987942592445950913,2021-07,0.02
6987942592445950913,2021-07,0.01
6987942592445950913,2021-07,0.01
8684964138237894839,2021-07,0.02
6582676833651678345,2021-07,0.05
6582676833651678345,2021-07,0.03
6582676833651678345,2021-07,0.03
6582676833651678345,2021-07,0.05
6582676833651678345,2021-07,0.05
6582676833651678345,2021-07,0.05
6582676833651678345,2021-07,0.02
6582676833651678345,2021-07,0.02
1036256411320325774,2021-07,0.02
1036256411320325774,2021-07,0.07
968199235777440720,2021-07,0.0
968199235777440720,2021-07,0.0
968199235777440720,2021-07,0.0
968199235777440720,2021-07,0.0
968199235777440720,2021-07,0.0
968199235777440720,2021-07,0.0
968199235777440720,2021-07,0.0
968199235777440720,2021-07,0.0
6916556752218696485,2021-07,0.01
6916556752218696485,2021-07,0.0
6916556752218696485,2021-07,0.01
6916556752218696485,2021-07,0.0
6916556752218696485,2021-07,0.0
6916556752218696485,2021-07,0.01
6916556752218696485,2021-07,0.0
6916556752218696485,2021-07,0.01
6916556752218696485,2021-07,0.01
6916556752218696485,2021-07,0.0
6916556752218696485,2021-07,0.0
6916556752218696485,2021-07,0.0
6030285068945261052,2021-07,0.02
6030285068945261052,2021-07,0.0
6030285068945261052,2021-07,0.07
6030285068945261052,2021-07,0.01
6030285068945261052,2021-07,0.01
8463871205935856285,2021-07,0.0
4071158585850879204,2021-07,0.04
4071158585850879204,2021-07,0.06
4071158585850879204,2021-07,0.195
3218226066162129945,2021-07,0.02
4679462479444735708,2021-07,0.05
4679462479444735708,2021-07,0.07
4679462479444735708,2021-07,0.04
4679462479444735708,2021-07,0.04
4679462479444735708,2021-07,0.04
4679462479444735708,2021-07,0.04
4724876423989598202,2021-07,0.05
4724876423989598202,2021-07,0.07
4724876423989598202,2021-07,0.08
2128970218770090704,2021-07,0.2
2128970218770090704,2021-07,0.02
2128970218770090704,2021-07,0.02
1003144834589372198,2021-07,0.01
1003144834589372198,2021-07,0.01
9127318190908282126,2021-07,0.01
9127318190908282126,2021-07,0.01
8163895533020293251,2021-07,0.5
8163895533020293251,2021-07,0.46
8163895533020293251,2021-07,0.36
5794903898038236832,2021-07,0.05
5794903898038236832,2021-07,0.06
3960251564708868781,2021-07,0.04
3960251564708868781,2021-07,0.05
3960251564708868781,2021-07,0.04
3960251564708868781,2021-07,0.04
3960251564708868781,2021-07,0.04
5888474320320735000,2021-07,0.17
5888474320320735000,2021-07,0.17
5888474320320735000,2021-07,0.40016666666666656
761746217261797478,2021-07,0.01
761746217261797478,2021-07,0.01
1507697130807703164,2021-07,0.02
9184785003280841216,2021-07,0.01
9184785003280841216,2021-07,0.01
9184785003280841216,2021-07,0.03
1182975716201409626,2021-07,0.01
1182975716201409626,2021-07,0.115
1182975716201409626,2021-07,0.01
1182975716201409626,2021-07,0.01
1182975716201409626,2021-07,0.01
5369576709077493659,2021-07,0.08
3472934456083131714,2021-07,0.0
717981637594591016,2021-07,0.0
717981637594591016,2021-07,0.035
717981637594591016,2021-07,0.01
717981637594591016,2021-07,0.0
8255085612985072878,2021-07,0.04
8255085612985072878,2021-07,0.04
7751080728852739823,2021-07,0.01
7751080728852739823,2021-07,0.22
4347826483121154490,2021-07,0.03
4347826483121154490,2021-07,0.02
4347826483121154490,2021-07,0.02
4347826483121154490,2021-07,0.02
4347826483121154490,2021-07,0.02
4347826483121154490,2021-07,0.03
4347826483121154490,2021-07,0.02
4347826483121154490,2021-07,0.02
4347826483121154490,2021-07,0.03
2214132103234633622,2021-07,0.0
2214132103234633622,2021-07,0.0
2214132103234633622,2021-07,0.0
2214132103234633622,2021-07,0.0
2214132103234633622,2021-07,0.0
410843023337872279,2021-07,0.0
2022367282554149730,2021-07,0.02
2022367282554149730,2021-07,0.02
7637066986811047950,2021-07,0.01
7637066986811047950,2021-07,0.01
7637066986811047950,2021-07,0.01
86110062990790869,2021-07,0.02
5304536516981778801,2021-07,0.02
5304536516981778801,2021-07,0.02
5304536516981778801,2021-07,0.02
3829967475074118757,2021-07,0.36
3829967475074118757,2021-07,0.33
7444686668183702737,2021-07,0.0
7444686668183702737,2021-07,0.02
682352428813668634,2021-07,0.03
682352428813668634,2021-07,0.03
682352428813668634,2021-07,0.03
682352428813668634,2021-07,0.03
682352428813668634,2021-07,0.03
682352428813668634,2021-07,0.03
7613717984547031729,2021-07,0.03
7910340581026492945,2021-07,0.01
7910340581026492945,2021-07,0.01
7910340581026492945,2021-07,0.04
6352592240901579272,2021-07,0.07
5574997762710520717,2021-07,0.05
5574997762710520717,2021-07,0.01
8939476669690489534,2021-07,0.04
107343823625119033,2021-07,0.02
6349142675790687765,2021-07,0.47
6349142675790687765,2021-07,0.51
6349142675790687765,2021-07,0.49
5067621068959932809,2021-07,0.02
5067621068959932809,2021-07,0.02
5067621068959932809,2021-07,0.02
5067621068959932809,2021-07,0.02
5067621068959932809,2021-07,0.02
2397171153213063761,2021-07,0.01
2397171153213063761,2021-07,0.04
2397171153213063761,2021-07,0.01
2397171153213063761,2021-07,0.0
2397171153213063761,2021-07,0.01
8195468623809753777,2021-07,0.04
8195468623809753777,2021-07,0.04
8195468623809753777,2021-07,0.04
8195468623809753777,2021-07,0.04
6271697692808086495,2021-07,0.03
5176940320835464459,2021-07,0.1
5176940320835464459,2021-07,0.15
5176940320835464459,2021-07,0.15
5176940320835464459,2021-07,0.09
5176940320835464459,2021-07,0.1
5176940320835464459,2021-07,0.09
5176940320835464459,2021-07,0.1
4342146186255136598,2021-07,0.03
4342146186255136598,2021-07,0.02
4342146186255136598,2021-07,0.23
4795152981525833467,2021-07,0.0
4795152981525833467,2021-07,0.02
4795152981525833467,2021-07,0.02
4795152981525833467,2021-07,0.01
4795152981525833467,2021-07,0.02
5714540197488862003,2021-07,0.18
5714540197488862003,2021-07,0.8
5714540197488862003,2021-07,0.1825
6012031176108922616,2021-07,0.08
1998941557906036376,2021-07,0.02
5558533999208199371,2021-07,0.5
8464809590757561185,2021-07,0.03
8464809590757561185,2021-07,0.04
8464809590757561185,2021-07,0.04
8464809590757561185,2021-07,0.04
6721448955097663572,2021-07,0.06
6721448955097663572,2021-07,0.03
6721448955097663572,2021-07,0.09
5225029212547588718,2021-07,0.01
5225029212547588718,2021-07,0.03
5225029212547588718,2021-07,0.01
8926565682509268383,2021-07,0.0
8926565682509268383,2021-07,0.0
8926565682509268383,2021-07,0.0
8926565682509268383,2021-07,0.0
8926565682509268383,2021-07,0.0
8926565682509268383,2021-07,0.0
8926565682509268383,2021-07,0.0
2983174282784691273,2021-07,0.03
2983174282784691273,2021-07,0.49
8536031856585966123,2021-07,0.11
8536031856585966123,2021-07,0.11
8536031856585966123,2021-07,0.43
8536031856585966123,2021-07,0.43
8536031856585966123,2021-07,0.28
7696655736121386405,2021-07,0.01
7696655736121386405,2021-07,0.02
7750874287225529604,2021-07,0.01
7750874287225529604,2021-07,0.01
7750874287225529604,2021-07,0.0
8013668117699219722,2021-07,0.04
7289435138601868544,2021-07,0.0
7289435138601868544,2021-07,0.01
7289435138601868544,2021-07,0.01
5042877476420217533,2021-07,0.0
5042877476420217533,2021-07,0.01
1299146298565441811,2021-07,0.04
8376902089871279815,2021-07,0.07
8376902089871279815,2021-07,0.06
8376902089871279815,2021-07,0.06
3997247264680905799,2021-07,0.01
3997247264680905799,2021-07,0.01
5029701292539093910,2021-07,0.0
8733525963966339207,2021-07,0.22
8733525963966339207,2021-07,0.3
8733525963966339207,2021-07,0.56
1454789421854453615,2021-07,0.01
1454789421854453615,2021-07,0.13
1454789421854453615,2021-07,0.01
1454789421854453615,2021-07,0.13
209477776078372134,2021-07,0.01
209477776078372134,2021-07,0.01
209477776078372134,2021-07,0.01
209477776078372134,2021-07,0.02
3156852928909455203,2021-07,0.0
3156852928909455203,2021-07,0.0
7590999900861381526,2021-07,0.17
4556737702757145073,2021-07,0.04
6545052034269841737,2021-07,0.0
6545052034269841737,2021-07,0.01
6545052034269841737,2021-07,0.215
6545052034269841737,2021-07,0.01
6545052034269841737,2021-07,0.01
6545052034269841737,2021-07,0.0
3571198145319411787,2021-07,0.01
3571198145319411787,2021-07,0.01
3571198145319411787,2021-07,0.14
3571198145319411787,2021-07,0.01
8874257794774679816,2021-07,0.05
2634859679238614382,2021-07,0.02
2634859679238614382,2021-07,0.02
2634859679238614382,2021-07,0.02
2634859679238614382,2021-07,0.02
2634859679238614382,2021-07,0.02
2634859679238614382,2021-07,0.02
2678966409665050034,2021-07,0.03
2678966409665050034,2021-07,0.03
2678966409665050034,2021-07,0.03
2678966409665050034,2021-07,0.04
2250817603281429928,2021-07,0.04
2106875407768047316,2021-07,0.03
7458891296671174680,2021-07,0.11
8213533889694327948,2021-07,0.06
8213533889694327948,2021-07,0.05
8213533889694327948,2021-07,0.05
6471448246085839373,2021-07,0.03
2532435113844289043,2021-07,0.05
2532435113844289043,2021-07,0.05
2532435113844289043,2021-07,0.04
2532435113844289043,2021-07,0.05
2532435113844289043,2021-07,0.04
2532435113844289043,2021-07,0.05
2532435113844289043,2021-07,0.03
2532435113844289043,2021-07,0.05
2532435113844289043,2021-07,0.05
2532435113844289043,2021-07,0.04
2532435113844289043,2021-07,0.05
3137879241768961145,2021-07,0.03
3137879241768961145,2021-07,0.04
3118152790263512426,2021-07,0.0
3118152790263512426,2021-07,0.0
903093877129717133,2021-07,0.02
903093877129717133,2021-07,0.02
2645324649046215594,2021-07,0.01
2645324649046215594,2021-07,0.0
2645324649046215594,2021-07,0.0
621182491555347581,2021-07,0.06
621182491555347581,2021-07,0.05
8706851346184249504,2021-07,0.02
1343530446996409207,2021-07,0.03
1343530446996409207,2021-07,0.02
3977861004707764824,2021-07,0.02
3977861004707764824,2021-07,0.02
3977861004707764824,2021-07,0.02
3977861004707764824,2021-07,0.01
3977861004707764824,2021-07,0.02
1156053485989336481,2021-07,0.02
1156053485989336481,2021-07,0.03
1156053485989336481,2021-07,0.66
1156053485989336481,2021-07,0.03
1156053485989336481,2021-07,0.03
1156053485989336481,2021-07,0.04
1156053485989336481,2021-07,0.04
1118514612547157551,2021-07,0.0
1118514612547157551,2021-07,0.0
6817075905797098547,2021-07,0.04
7930925883736021864,2021-07,0.02
7930925883736021864,2021-07,0.0
7930925883736021864,2021-07,0.0
7930925883736021864,2021-07,0.0
7930925883736021864,2021-07,0.01
7930925883736021864,2021-07,0.0
7930925883736021864,2021-07,0.0
2451708306555441014,2021-07,0.04
7442192566700924647,2021-07,0.0
7442192566700924647,2021-07,0.325
7442192566700924647,2021-07,0.0
7442192566700924647,2021-07,0.0
2988042199057874759,2021-07,0.0
3634047863995720708,2021-07,0.03
7085295800541340563,2021-07,0.0
7085295800541340563,2021-07,0.0
7085295800541340563,2021-07,0.0
4335865859049992260,2021-07,0.225
4335865859049992260,2021-07,0.02
2290083177086946553,2021-07,0.02
2290083177086946553,2021-07,0.02
2290083177086946553,2021-07,0.02
7177785309735471560,2021-07,0.01
7177785309735471560,2021-07,0.02
5477523784812182605,2021-07,0.74
5477523784812182605,2021-07,0.72
8961924617442201922,2021-07,0.02
7595945751692012281,2021-07,0.02
2333404192508932057,2021-07,0.09
2333404192508932057,2021-07,0.06
2333404192508932057,2021-07,0.07
4593070249039532001,2021-07,0.16
6053752047545474051,2021-07,0.08
6053752047545474051,2021-07,0.03
6053752047545474051,2021-07,0.05
6053752047545474051,2021-07,0.08
6053752047545474051,2021-07,0.01
6053752047545474051,2021-07,0.02
6053752047545474051,2021-07,0.01
6091519986999196884,2021-07,0.01
6091519986999196884,2021-07,0.01
7535160686416710323,2021-07,0.11
3036967290595689189,2021-07,0.03
5999145415800242177,2021-07,0.01
5999145415800242177,2021-07,0.03
7930644815080409701,2021-07,0.02
510795635145114083,2021-07,0.01
510795635145114083,2021-07,0.03
510795635145114083,2021-07,0.02
510795635145114083,2021-07,0.02
510795635145114083,2021-07,0.01
187117706370645370,2021-07,0.01
187117706370645370,2021-07,0.02
187117706370645370,2021-07,0.02
5462970244186515758,2021-07,0.0
5462970244186515758,2021-07,0.0
4769364850030443969,2021-07,0.02
4769364850030443969,2021-07,0.02
4769364850030443969,2021-07,0.03
5726178124659661019,2021-07,0.07
5726178124659661019,2021-07,0.05
5726178124659661019,2021-07,0.05
5726178124659661019,2021-07,0.05
5726178124659661019,2021-07,0.06
5726178124659661019,2021-07,0.245
5726178124659661019,2021-07,0.08
5726178124659661019,2021-07,0.05
5726178124659661019,2021-07,0.05
5726178124659661019,2021-07,0.08
5726178124659661019,2021-07,0.08
5726178124659661019,2021-07,0.05
5726178124659661019,2021-07,0.05
5726178124659661019,2021-07,0.07
5726178124659661019,2021-07,0.07
5726178124659661019,2021-07,0.05
5726178124659661019,2021-07,0.08
5726178124659661019,2021-07,0.05
1141681690629134039,2021-07,0.0
4095739077267179172,2021-07,0.0
4095739077267179172,2021-07,0.0
4095739077267179172,2021-07,0.01
1551531256789550891,2021-07,0.01
1551531256789550891,2021-07,0.01
1551531256789550891,2021-07,0.02
9108733472015251498,2021-07,0.01
851897122328714307,2021-07,0.04
6795467882769787169,2021-07,0.02
5856610998569876318,2021-07,0.01
3093415403379897112,2021-07,0.02
6061850657256270336,2021-07,0.12
6061850657256270336,2021-07,0.09
165658847908185334,2021-07,0.05
4850722092974676955,2021-07,0.03
4850722092974676955,2021-07,0.05
3140918607946425426,2021-07,0.02
7398738404146260251,2021-07,0.03
4863405965754103821,2021-07,0.0
4863405965754103821,2021-07,0.0
4863405965754103821,2021-07,0.06
4863405965754103821,2021-07,0.02
4863405965754103821,2021-07,0.0
4863405965754103821,2021-07,0.0
4863405965754103821,2021-07,0.02
4863405965754103821,2021-07,0.0
4863405965754103821,2021-07,0.02
968400235888951633,2021-07,0.01
798425422240919854,2021-07,0.02
1308019675417057675,2021-07,0.01
1308019675417057675,2021-07,0.01
6238903426443761049,2021-07,0.08
6238903426443761049,2021-07,0.08
6238903426443761049,2021-07,0.05
4465150716052427320,2021-07,0.02
4465150716052427320,2021-07,0.02
1033361676287635885,2021-07,0.03
1033361676287635885,2021-07,0.03
1033361676287635885,2021-07,0.03
652740132671309295,2021-07,0.02
652740132671309295,2021-07,0.06
652740132671309295,2021-07,0.05
8004521604421988528,2021-07,0.0
8004521604421988528,2021-07,0.0
4717717003637613480,2021-07,0.02
8348574220426911086,2021-07,0.01
5301988619224057921,2021-07,0.46
5301988619224057921,2021-07,0.46
5301988619224057921,2021-07,0.395
5301988619224057921,2021-07,0.6
5301988619224057921,2021-07,0.55
5301988619224057921,2021-07,0.6
8350724667410677464,2021-07,0.02
8350724667410677464,2021-07,0.02
7457803471605010846,2021-07,0.05
7457803471605010846,2021-07,0.05
1430896989654626045,2021-07,0.04
1430896989654626045,2021-07,0.04
1430896989654626045,2021-07,0.04
2554972344348383830,2021-07,0.03
2554972344348383830,2021-07,0.03
2819054834565698513,2021-07,0.03
2819054834565698513,2021-07,0.03
8843432852270832388,2021-07,0.07
2943087245123311166,2021-07,0.01
2943087245123311166,2021-07,0.28
2943087245123311166,2021-07,0.01
2943087245123311166,2021-07,0.0
8826489829259520138,2021-07,0.07
8826489829259520138,2021-07,0.06
8826489829259520138,2021-07,0.09
8826489829259520138,2021-07,0.09
8535586342375301953,2021-07,0.0
1661240395903230676,2021-07,0.0
1661240395903230676,2021-07,0.0
1661240395903230676,2021-07,0.0
1661240395903230676,2021-07,0.0
8049805689946244047,2021-07,0.37
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.05
1276604410881911401,2021-07,0.04
5432443358006556295,2021-07,0.06
5432443358006556295,2021-07,0.02
8603678028264007695,2021-07,0.09
8603678028264007695,2021-07,0.09
5511113649464808344,2021-07,0.2583333333333333
5511113649464808344,2021-07,0.24
5511113649464808344,2021-07,0.22
3263212305228307743,2021-07,0.03
3263212305228307743,2021-07,0.01
3263212305228307743,2021-07,0.01
3263212305228307743,2021-07,0.01
170089315547146305,2021-07,0.01
170089315547146305,2021-07,0.02
170089315547146305,2021-07,0.01
170089315547146305,2021-07,0.02
4740535838297269949,2021-07,0.0
4740535838297269949,2021-07,0.0
4740535838297269949,2021-07,0.0
4740535838297269949,2021-07,0.0
4740535838297269949,2021-07,0.0
4740535838297269949,2021-07,0.0
7970976988071755401,2021-07,0.01
7970976988071755401,2021-07,0.01
8287608084245946173,2021-07,0.01
8287608084245946173,2021-07,0.01
1423952977138155129,2021-07,0.01
1423952977138155129,2021-07,0.01
2455576782104041698,2021-07,0.02
2455576782104041698,2021-07,0.31
6373947691253940364,2021-07,0.03
459290606780222306,2021-07,0.03
459290606780222306,2021-07,0.03
459290606780222306,2021-07,0.01
459290606780222306,2021-07,0.03
459290606780222306,2021-07,0.07
459290606780222306,2021-07,0.03
459290606780222306,2021-07,0.02
4052557282157719526,2021-07,0.0
7215093571368368138,2021-07,0.44
7215093571368368138,2021-07,0.44
7215093571368368138,2021-07,0.16
1192891347324061812,2021-07,0.01
1192891347324061812,2021-07,0.01
1192891347324061812,2021-07,0.04
1192891347324061812,2021-07,0.01
1192891347324061812,2021-07,0.01
3022528659032597047,2021-07,0.02
3022528659032597047,2021-07,0.03
2763141362035716801,2021-07,0.01
2763141362035716801,2021-07,0.01
5465001651966355821,2021-07,0.1
5465001651966355821,2021-07,0.02
3357976326879346012,2021-07,0.06
5880041582322293710,2021-07,0.01
5880041582322293710,2021-07,0.25
5880041582322293710,2021-07,0.01
5880041582322293710,2021-07,0.0
6927178425683104769,2021-07,0.03
6927178425683104769,2021-07,0.05
4723919748432185874,2021-07,0.0
4723919748432185874,2021-07,0.0
7325545718770538459,2021-07,0.0
7325545718770538459,2021-07,0.0
7325545718770538459,2021-07,0.24
7325545718770538459,2021-07,0.0
7325545718770538459,2021-07,0.0
7325545718770538459,2021-07,0.0
7325545718770538459,2021-07,0.0
5753677550753111444,2021-07,0.01
5753677550753111444,2021-07,0.01
8559143756893267192,2021-07,0.06
1292049196559782171,2021-07,0.01
4334472256949955221,2021-07,0.09
4334472256949955221,2021-07,0.1
6367769402148499693,2021-07,0.01
6367769402148499693,2021-07,0.01
6367769402148499693,2021-07,0.01
7816319470107777265,2021-07,0.04
7816319470107777265,2021-07,0.05
696014079855281037,2021-07,0.02
4874157215501489741,2021-07,0.02
4874157215501489741,2021-07,0.21
4874157215501489741,2021-07,0.04
3204108603682323936,2021-07,0.02
